,Growth,Low Risk,Low Size,Momentum,Value,Quality Income
2019-08-07,3151.9088997371596,2752.3176427333574,4048.2252913921834,7261.188810122167,4863.429286986535,2730.6648787104264
2019-08-08,3218.570045697264,2805.7951685813946,4119.543460966194,7394.636762323374,4948.945558873086,2779.1224309648583
2019-08-09,3199.552314526183,2794.4008388766674,4055.0953459426196,7356.12974326227,4865.299705804402,2757.169692566679
2019-08-12,3153.8246538729272,2765.8235417839273,3976.423248883422,7282.9913469125995,4770.671808447123,2729.4485603858607
2019-08-13,3197.619764698258,2800.7273989488167,4016.204451183991,7359.01531595035,4842.499821756247,2752.1863392253485
2019-08-14,3102.0402707407875,2728.1958795341184,3858.606742972596,7172.507318147038,4646.393145659931,2687.795398684381
2019-08-15,3105.4082967285767,2748.3188909110554,3818.793941764062,7211.653173500331,4599.103154421693,2696.2710364243794
2019-08-16,3154.1361419409272,2782.8758773504182,3896.017399319175,7309.064631835662,4706.8007099741935,2724.2644609562612
2019-08-19,3184.625052268693,2810.5082933937238,3945.3169831133714,7370.018497825342,4767.355888704895,2755.2834404516752
2019-08-20,3170.5261960071357,2791.6847700160724,3898.1125929554105,7320.945458143862,4715.774349226671,2733.5955257469013
2019-08-21,3204.3580818585747,2811.831425130292,3933.626567626753,7385.623904812046,4757.279892558689,2747.8239271154175
2019-08-22,3201.3266619520527,2812.73987587172,3938.1490744998055,7397.207464311809,4765.071962681024,2744.866121950074
2019-08-23,3120.859772225168,2747.3070347979196,3801.982395899607,7218.062738562668,4604.32117397363,2683.832688111125
2019-08-26,3149.9495678179105,2777.6654593960056,3823.3688202528688,7290.25090537978,4644.836028612922,2704.416002468848
2019-08-27,3131.423860110816,2779.0554830855663,3774.1285285774616,7265.8569564768895,4577.763973945175,2686.5785516169476
2019-08-28,3146.98114505734,2790.252736937649,3818.9434187580177,7311.527665196693,4636.843638239341,2712.9725107141903
2019-08-29,3196.0657155395966,2820.7358402186105,3882.374577679598,7391.436805640312,4725.0293813518365,2722.0792789829984
2019-08-30,3187.017310055395,2811.842828233577,3896.315087975381,7365.057405254493,4745.828400252575,2728.6707528071297
2019-09-02,3187.017310055395,2811.842828233577,3896.315087975381,7365.057405254493,4745.828400252575,2728.6707528071297
2019-09-03,3160.548574944672,2802.1811812722,3839.7694956133855,7348.099775873257,4688.846760307085,2723.9016920855056
2019-09-04,3188.7732689846343,2824.8659930416898,3909.6766290615533,7424.308188867245,4779.221389555106,2742.864588303219
2019-09-05,3233.076007930683,2846.16043974692,4021.398946272019,7469.796534670263,4909.870464109501,2768.816719404799
2019-09-06,3234.2517244136834,2851.03008001282,4022.7501897740653,7491.673186366663,4916.885774657718,2779.9712013328813
2019-09-09,3219.0894102922343,2817.4344763652393,4147.114804418988,7474.074626519325,5048.738434794948,2806.6259540628926
2019-09-10,3224.9410883714463,2789.295915938061,4233.654298800174,7436.836907324027,5148.118956783059,2838.5744695816193
2019-09-11,3248.328240051267,2801.400587818985,4299.76563792957,7472.585665398788,5220.786394942052,2858.248541494695
2019-09-12,3250.741326827574,2815.779822132206,4275.194980203246,7490.801353333179,5199.844635599017,2855.183379912458
2019-09-13,3245.541422947475,2806.16533239263,4292.906220599717,7460.992537620365,5226.575504922876,2848.8852316580947
2019-09-16,3251.5626296568926,2799.444050183986,4325.740921176428,7444.497201014751,5244.104333899233,2846.9629903556347
2019-09-17,3262.8753840855866,2822.6818678394975,4265.9697600765285,7508.35373852733,5179.947122314085,2845.2427515020054
2019-09-18,3258.6837886376898,2822.7848975074367,4247.6099157926665,7506.110188927053,5158.074951737996,2840.438652931159
2019-09-19,3257.3294421946825,2823.458450670927,4221.99449184714,7501.161417735438,5130.388377446656,2833.937111515061
2019-09-20,3247.760465264546,2815.077570806277,4199.873641226748,7468.8469572864,5109.0551382647645,2834.8124059201673
2019-09-23,3248.0610937992956,2816.086489062705,4211.627808801568,7478.518057144025,5122.495526555989,2834.530551239066
2019-09-24,3219.076463113107,2804.322052809548,4150.126965736747,7440.099845255703,5047.142562134572,2817.041290824811
2019-09-25,3237.7458521671265,2817.992164461142,4193.373841620639,7464.954018701211,5100.215312397149,2826.0587674574635
2019-09-26,3231.402308954082,2825.9375254533334,4173.632817163667,7479.369931790555,5070.635995461425,2821.8265738947302
2019-09-27,3204.4125141005075,2805.594363627807,4177.137153228296,7430.991844430325,5071.857935125417,2823.3777400970575
2019-09-30,3226.8287341521386,2823.4168074770782,4201.107761712893,7469.732735049084,5097.178058824521,2831.1436005494766
2019-10-01,3190.5769928001396,2794.44032144598,4114.328519961628,7382.032507082719,4995.981233775166,2798.494305745152
2019-10-02,3143.4586865273172,2755.035548250993,4013.0441815784466,7269.978741864816,4871.050333277841,2745.161187320081
2019-10-03,3177.2472390338385,2778.2903881352304,4041.250160207899,7334.250740800728,4898.757590419764,2760.9743620054414
2019-10-04,3214.8371300390595,2818.329537154316,4079.356662777714,7423.061328377672,4942.356409030473,2792.7291843249527
2019-10-07,3207.4881616466123,2803.240287795677,4058.91220274605,7400.413424242834,4921.767126641157,2780.7642957312314
2019-10-08,3154.4490024625443,2765.2888422065053,3966.380141813012,7301.683009790415,4810.233086534173,2739.3595230907995
2019-10-09,3185.0730659371247,2791.4375476952496,3993.306577116323,7371.114375068671,4852.543032307205,2761.303040021454
2019-10-10,3203.145074198968,2800.3852805186025,4016.4780942944108,7398.366831245269,4893.63151009836,2791.240845292782
2019-10-11,3240.4496443252015,2812.9110790549676,4113.899745906729,7448.23406539319,5006.431224910453,2823.385365867761
2019-10-14,3242.263516192883,2806.8196691889034,4097.723877728616,7443.452651848977,4996.513690975729,2825.1709256769627
2019-10-15,3275.1660767687226,2821.5914013490997,4143.142431016244,7490.540381974867,5065.91895492342,2834.7829969631216
2019-10-16,3253.0444856968074,2817.2132066511995,4142.643197408825,7469.449289790702,5054.540456426355,2827.1204757545215
2019-10-17,3266.5019777174875,2822.803907505506,4155.599173888457,7488.634348367479,5075.497794118269,2835.373242873023
2019-10-18,3250.3526316685266,2822.887106590683,4144.0991045363835,7482.596357503311,5065.231764528443,2838.1910495748684
2019-10-21,3260.113367823333,2832.7501869219454,4202.774319331789,7502.021451185723,5120.254476710503,2869.312529977585
2019-10-22,3235.1463079239948,2799.1151081576413,4248.123837976794,7418.912377576516,5183.7113942950455,2890.8136493690117
2019-10-23,3241.6011270234767,2805.3447317487544,4267.925611451248,7425.07616684379,5204.364098436883,2908.1879472327687
2019-10-24,3278.453618813883,2813.7926362629237,4251.343619429357,7440.480989298038,5169.905278231382,2903.330265133012
2019-10-25,3290.5659011743514,2810.612287969697,4274.484206035367,7419.457334738273,5208.757714886444,2913.967027121313
2019-10-28,3303.9495826589937,2816.261369955303,4288.79055896761,7419.565074314636,5231.467687328803,2917.2246570130173
2019-10-29,3308.7450947845637,2827.29409865413,4297.138811669656,7453.526954704305,5250.704866340849,2926.626605077022
2019-10-30,3329.155486868146,2842.4619218295466,4275.349610774261,7500.9455803853,5213.418541437968,2921.7344612173556
2019-10-31,3309.843067422354,2833.2495541983017,4245.206782612446,7440.162679973168,5167.824994733339,2910.337693903917
2019-11-01,3332.8696336586618,2839.238982071108,4342.951016793031,7502.502467674398,5274.314082749831,2944.939510407044
2019-11-04,3331.405832478034,2823.4749315602085,4409.243928592785,7482.956144078821,5365.45351272302,2967.8574335244484
2019-11-05,3318.3794628510122,2814.033580007874,4435.427887629121,7440.691219237634,5399.569311326691,2967.564225946926
2019-11-06,3316.1383120206146,2820.729954634186,4402.231583141732,7463.1105568947405,5369.3405242391445,2954.1160282951737
2019-11-07,3336.7260952488436,2816.9003659958776,4418.94187636006,7447.497998427994,5414.863507981682,2948.067038069103
2019-11-08,3350.89714708635,2818.799585799163,4439.624428637194,7465.749928222004,5442.813258967,2943.7509782645984
2019-11-11,3358.9512983372606,2818.010426496256,4424.00943610081,7476.536324492197,5431.932225059539,2928.3953795372
2019-11-12,3365.405064182039,2822.682767580274,4413.634777075904,7479.469508832587,5433.808717821664,2928.3052489675147
2019-11-13,3374.7568913756722,2839.533292930344,4379.641789493428,7511.572002568889,5387.568020290467,2933.255043569475
2019-11-14,3387.437355151198,2848.1839877246935,4388.609420900604,7541.681244466281,5397.371617666499,2933.3627948879193
2019-11-15,3416.468584928173,2862.453828321293,4430.588084173951,7582.319793055407,5456.247256228475,2961.2669885778314
2019-11-18,3422.161515118848,2866.0171837803937,4397.681604353781,7604.109857442013,5447.812605583162,2949.603649271473
2019-11-19,3437.7309105052163,2876.500062644734,4358.9026068503035,7605.6036746290265,5411.910762102807,2932.726552886643
2019-11-20,3439.519806288402,2873.3229067381862,4330.7706029784,7602.955271037137,5371.271981962749,2935.0127878748135
2019-11-21,3424.659887131432,2857.4041602608168,4326.160000017107,7553.8578107869935,5376.358339556458,2942.9173625543876
2019-11-22,3432.612084231072,2859.144330835493,4363.1772687352395,7551.379672501119,5428.274536839077,2952.512334441448
2019-11-25,3465.994079792943,2877.227865804697,4421.530575168687,7596.213142448333,5496.428294015568,2966.4540281568957
2019-11-26,3481.5719174400756,2902.999488865117,4418.505332487454,7643.577376793393,5474.993955619445,2965.8823032864325
2019-11-27,3499.673546263514,2913.523385289494,4446.221412048391,7664.466138032071,5495.392370476665,2976.961952861725
2019-11-28,3499.673546263514,2913.523385289494,4446.221412048391,7664.466138032071,5495.392370476665,2976.961952861725
2019-11-29,3482.964516095324,2901.625706493801,4410.067872886432,7620.863508334403,5459.115079808821,2962.2588944044423
2019-12-02,3441.554089063264,2872.9789144325596,4382.9286555178405,7543.789027455508,5427.642679586176,2944.450172543799
2019-12-03,3427.4468297284784,2865.324637819851,4324.524260352611,7497.506872251709,5348.469390302665,2931.470822209142
2019-12-04,3440.115630634834,2877.0472814749537,4370.1899241907,7530.078824152318,5400.993532883655,2948.7744896167856
2019-12-05,3441.5466986963165,2881.955070773325,4382.681859945444,7542.347459947165,5412.189680229249,2954.263055086462
2019-12-06,3465.371684144354,2896.960128901806,4435.124206893367,7586.518621293196,5471.291588188314,2972.3617321721435
2019-12-09,3450.070196552101,2889.7985271427556,4441.259330793452,7569.892595574693,5469.53107088917,2962.761953907915
2019-12-10,3440.8872803247127,2885.693719399772,4439.5330533497745,7561.697105734627,5462.599566685028,2965.8275243445128
2019-12-11,3446.01903720711,2887.7647805362512,4454.3190075572375,7605.641312523923,5472.96626274235,2974.5030899657704
2019-12-12,3453.919125249176,2893.103721438305,4534.42085326252,7649.629324874379,5572.829014256593,3000.837895021879
2019-12-13,3457.9476389871866,2899.9575980653785,4487.03650571554,7639.107579507152,5516.070807446045,3000.5600021878877
2019-12-16,3485.4230686916317,2915.8628827689795,4519.763723050473,7687.11588139941,5544.180172536744,3031.022334276033
2019-12-17,3476.0666540499124,2909.2270063064334,4550.217181864804,7688.095742748586,5571.205595547364,3035.392083423716
2019-12-18,3483.8119550855295,2908.2011266575705,4577.774703966291,7684.827753814729,5582.68263659049,3049.7937675949556
2019-12-19,3503.5836990654907,2919.1519163369144,4581.219451513246,7708.116071047672,5585.826851531528,3044.664501085849
2019-12-20,3524.2101487530826,2938.18398914309,4600.726724859144,7757.70183311857,5615.514727597557,3065.814839872097
2019-12-23,3518.164687797345,2932.660120947257,4613.585479796342,7733.78716743192,5622.516821020163,3064.330753019772
2019-12-24,3525.5389874266107,2935.577329354108,4610.53061432183,7744.923150540075,5617.61572791319,3058.112330650196
2019-12-25,3525.5389874266107,2935.577329354108,4610.53061432183,7744.923150540075,5617.61572791319,3058.112330650196
2019-12-26,3537.410884948521,2942.7675503834757,4625.9630210275245,7761.768314032795,5629.224127781223,3062.1751591528264
2019-12-27,3533.672190513353,2946.263479896128,4607.976831290756,7759.449431152831,5604.500448083333,3061.1190430090337
2019-12-30,3510.240042218091,2934.5580598633214,4596.906803394838,7730.481800065726,5582.530208129358,3048.686510778779
2019-12-31,3519.7417280356476,2942.7758968403386,4623.7882088859715,7755.075943335538,5611.120359587574,3061.0334294149093
2020-01-01,3519.7417280356476,2942.7758968403386,4623.7882088859715,7755.075943335538,5611.120359587574,3061.0334294149093
2020-01-02,3543.4325395327205,2955.3250262002725,4613.096084796606,7780.573558976792,5622.7342398935,3056.598329995155
2020-01-03,3528.1227578532507,2949.9175851126997,4580.5508048722595,7756.406229179515,5558.825745306926,3041.3100360502294
2020-01-06,3546.7751267976114,2958.553144764051,4581.189975414172,7763.215411873591,5556.103639383454,3049.249589806664
2020-01-07,3545.7673783664704,2950.079092551648,4590.723129465908,7755.408681292021,5558.009872098527,3040.5685318951037
2020-01-08,3575.7227848318253,2963.756034449641,4589.458547006563,7778.473161658876,5575.579596373297,3045.4920626543276
2020-01-09,3599.8675174158193,2987.8700908950714,4585.760429179326,7826.89264855133,5585.005748532849,3060.2321907120486
2020-01-10,3596.3635158082207,2990.297829350925,4564.800755243676,7809.163776270198,5562.562492611374,3053.6958491844493
2020-01-13,3619.90089494066,3012.8387691829066,4602.969406235862,7882.160292588601,5596.364233022272,3074.255529292537
2020-01-14,3620.6549885459353,3010.532161227278,4640.8108434759515,7887.792874428284,5630.027191835821,3084.4749559764655
2020-01-15,3631.887693103426,3023.9809483149206,4654.432398250308,7911.979112806673,5630.584652154368,3096.9993806864286
2020-01-16,3665.7921966204403,3047.3551734014522,4713.129278101696,7979.398260235274,5696.662790835244,3111.0385960597964
2020-01-17,3666.3335071888137,3056.999029556667,4702.642067674378,7997.939965081622,5695.944314228923,3113.8403031020775
2020-01-20,3666.3335071888137,3056.999029556667,4702.642067674378,7997.939965081622,5695.944314228923,3113.8403031020775
2020-01-21,3666.888710857817,3064.01314006319,4659.886177337842,8006.697589595486,5640.857220246486,3097.165998014141
2020-01-22,3676.0469029772908,3067.3499457353096,4638.768777353882,8013.899613315145,5643.2568262711675,3096.1322873367058
2020-01-23,3685.161476095962,3072.5468895813924,4655.33086896549,8044.808158119202,5657.437257981615,3112.527329075294
2020-01-24,3655.418322940809,3052.3308059663846,4595.855786008788,7975.829326843089,5581.942956546303,3093.487548149514
2020-01-27,3606.770726307745,3020.933363349405,4501.722934279927,7880.295017423113,5477.941822491841,3053.9594224038906
2020-01-28,3649.87768941448,3044.5219143991358,4540.963953061266,7967.537123886539,5531.232966100133,3073.556739577418
2020-01-29,3637.936948926367,3040.169223702113,4526.618917331722,7942.495367117003,5514.684610753659,3060.781098903105
2020-01-30,3655.357970436972,3051.6391683262373,4535.499788809145,7980.194452579528,5503.77151991239,3062.3807924600546
2020-01-31,3594.3809997856183,3011.1804067846047,4436.926255929118,7848.382304749682,5383.990576116605,3022.4448249845045
2020-02-03,3637.864406397639,3036.873916160274,4465.850671708103,7914.726630670773,5419.242506829364,3031.205324358069
2020-02-04,3702.8828830910384,3076.6508245379823,4546.902840734085,8015.124041365114,5508.6615725990105,3051.4801492814317
2020-02-05,3715.9496946168424,3091.3225365943013,4661.584573223885,8126.855349047075,5649.38451978634,3078.204783879855
2020-02-06,3728.408091372934,3105.0360249272267,4618.288295317065,8123.479688460273,5624.318211753433,3090.3593782401704
2020-02-07,3708.5601523733712,3092.446602263821,4558.037487795311,8073.8913191383745,5561.564916364742,3081.216020964081
2020-02-10,3740.0662917861446,3115.4758319757475,4552.863108213276,8124.8746070526695,5567.48089284801,3095.6332549838953
2020-02-11,3761.7048523031103,3120.406839917968,4587.86781737113,8163.209284125672,5624.60605131425,3109.774907740524
2020-02-12,3785.629872471534,3131.667005638296,4629.043194514291,8192.117170524953,5674.783105699549,3126.0521244765937
2020-02-13,3792.6390385323,3142.4996257498674,4607.971551802074,8211.86302326135,5636.126919054217,3121.562568718698
2020-02-14,3808.7185143823567,3161.4362949908427,4584.909135311938,8222.578863632061,5600.722332333628,3113.295233018332
2020-02-17,3808.7185143823567,3161.4362949908427,4584.909135311938,8222.578863632061,5600.722332333628,3113.295233018332
2020-02-18,3813.5766491331046,3155.6686716696604,4548.688596729433,8179.484554112089,5558.122133856872,3104.251723958005
2020-02-19,3832.937339928172,3167.1247597555025,4573.900333502816,8213.758511055707,5578.256258757446,3107.6219195593944
2020-02-20,3834.7824027551505,3151.484331615222,4630.755065639273,8194.268914451202,5596.599418346718,3105.2389489255656
2020-02-21,3782.1235174493877,3127.192737629459,4580.036586110364,8100.606019108502,5544.004960753663,3105.4090074112
2020-02-24,3657.638685394137,3048.4927431473598,4409.032130773923,7867.7685224323295,5335.552139217601,3041.562451788587
2020-02-25,3540.325575144518,2965.6519208048194,4231.707395240679,7622.615308866186,5126.835200542511,2959.9643839920254
2020-02-26,3507.4271527911555,2948.708805373364,4128.283505153743,7557.759096459724,5034.649703232215,2955.9680037788585
2020-02-27,3376.427482479413,2830.875561746254,3965.420983347788,7242.603482783811,4832.590973157988,2841.4094846745156
2020-02-28,3360.159950477013,2791.5384843875495,3937.247939540354,7124.935754042968,4781.367511683397,2791.718342470687
2020-03-02,3475.036788536214,2919.3759967037486,4024.771334025633,7445.901962283875,4923.259045277371,2910.452679197334
2020-03-03,3387.457630534775,2855.096535582124,3891.7836628562695,7302.890553641157,4749.04033542889,2851.383871563433
2020-03-04,3512.509889916931,2978.440903960226,3998.177992447035,7614.024183980389,4903.176826712779,2970.4064156534682
2020-03-05,3390.952932504821,2893.1672898342163,3796.729058960535,7344.890357845437,4661.177969491008,2895.086579911196
2020-03-06,3309.824489041498,2848.8006755778074,3692.575063572629,7185.834999281456,4548.402638995421,2869.210601895835
2020-03-09,3036.951505443127,2659.6655729851923,3279.630921279737,6587.531430720828,4054.6716541299756,2660.8608842260037
2020-03-10,3187.1276911978284,2774.5450430310457,3440.966622169133,6892.304693437841,4281.203936500134,2748.154718959057
2020-03-11,3003.3445018032567,2649.1485086501107,3201.0445181926534,6536.265138243112,3994.244657750959,2600.8770612150197
2020-03-12,2710.8892584496984,2415.8038665122062,2808.4409567932103,5872.046381858566,3515.6955028733564,2352.2021327390685
2020-03-13,2917.4887451576924,2592.71412170512,3051.1295907000226,6300.0823662405755,3844.0476114310814,2534.912139734704
2020-03-16,2527.2893972309244,2301.407950609056,2657.6298602102493,5529.147358069409,3334.754119020286,2283.078196973624
2020-03-17,2645.4030357426036,2450.1905335442016,2717.824326371391,5869.700131856204,3440.835219569093,2435.706272078558
2020-03-18,2451.7367069611273,2313.2730757135137,2443.082035024413,5431.845045151606,3146.086599429508,2295.422263044324
2020-03-19,2529.8666272791015,2313.0364670460367,2527.053356237668,5450.163225750601,3210.422049786027,2282.773629583551
2020-03-20,2435.8438406684345,2210.1155439037198,2420.769086752269,5186.811300688869,3084.950592784393,2176.118541090864
2020-03-23,2390.027477085653,2136.0199209715533,2330.187384778282,5040.16207052919,2968.022065292445,2056.228160253985
2020-03-24,2642.3277565049,2329.772150411898,2613.885708150738,5591.3945883678625,3348.074933687999,2239.7971029658715
2020-03-25,2707.2651114285172,2360.701213943548,2718.147214778186,5714.609948828306,3471.001437292005,2292.2167920154334
2020-03-26,2873.3056545024906,2504.508241885361,2860.677869017131,6098.9479278519175,3681.3202637894924,2446.0840123269995
2020-03-27,2770.3907779649835,2447.2810868721213,2708.203960662512,5906.429618647561,3512.382092239976,2385.730038896871
2020-03-30,2842.7570792656807,2524.8088891523635,2729.668814663224,6090.357165868354,3578.8634192957006,2450.893384862318
2020-03-31,2794.6142164469506,2478.4284795432386,2686.0930459976157,5939.617092880033,3505.7456136613423,2416.2891795091205
2020-04-01,2658.670779670867,2388.546907471583,2503.541547588258,5662.12454851205,3262.6017337344465,2332.9530640249227
2020-04-02,2680.483521490693,2435.2355605566468,2502.0160900225724,5714.832590985554,3262.192250767368,2388.2638446860556
2020-04-03,2634.9303722265568,2404.8585102640386,2472.067831272868,5611.309708211541,3200.835188229812,2352.149348959067
2020-04-06,2846.0427590381387,2559.44780528739,2724.2547678017327,6042.558929816696,3519.925396292385,2497.5990057998624
2020-04-07,2864.1000210156562,2544.908588650973,2836.518749049926,6069.695505560083,3635.30386380403,2514.766676896595
2020-04-08,2989.618906614842,2620.894055759297,3018.072003686323,6321.3098975418225,3864.5500454690778,2591.338543918093
2020-04-09,3047.2379425888894,2650.8808611634477,3139.006659954949,6480.84640418424,4002.085119135182,2617.7506976758114
2020-04-10,3047.2379425888894,2650.8808611634477,3139.006659954949,6480.84640418424,4002.085119135182,2617.7506976758114
2020-04-13,3003.211860906868,2622.47439317489,3028.6872401001706,6347.453209174969,3864.4770671830684,2572.904332336476
2020-04-14,3106.7241873623675,2716.3415276559444,3063.3682484458823,6528.019328441259,3918.3413238495887,2640.422588954153
2020-04-15,3042.545159607787,2675.6249634524133,2903.9457159528724,6337.007453461838,3725.8944443438872,2559.7544532324077
2020-04-16,3046.8909600528004,2709.086619900365,2823.94249525383,6332.819909312729,3646.3018758575054,2559.44042108716
2020-04-17,3151.57896381581,2774.0931329206205,3006.711865180899,6533.014717734005,3865.5019440419123,2642.7153294058753
2020-04-20,3107.591835630666,2745.8161160818736,2912.837651330608,6404.585565853321,3754.9844221356757,2588.90124012626
2020-04-21,2994.9940285589773,2658.0190407455425,2846.2523647890916,6212.950326317755,3653.8585517743236,2515.193207508466
2020-04-22,3071.2296426460175,2718.4687326315375,2894.415785730284,6322.8596662955,3701.917270333738,2562.0339779184264
2020-04-23,3061.1162661831218,2706.1700905399744,2973.3801694865642,6322.463930349258,3770.2070644280693,2564.600046103839
2020-04-24,3109.5328029597263,2733.9258255621867,3012.415853021285,6410.942139683228,3832.617820767561,2594.704818797013
2020-04-27,3179.570722157341,2768.533431793336,3140.1238968897,6569.776870965926,4002.682984041226,2666.8560517313213
2020-04-28,3174.02314511414,2733.714304053003,3250.7685305322793,6622.966205230419,4134.45931118283,2681.7499961486037
2020-04-29,3277.7405336717657,2784.356338739341,3472.728989570242,6793.020380719519,4389.271292792284,2736.0784563895795
2020-04-30,3231.6502052240317,2763.3843598798753,3363.6070674828866,6618.547633365688,4223.271945276352,2671.4709271955644
2020-05-01,3137.8817182863677,2709.2299213795072,3192.5850720621906,6453.117560387556,4033.0067517920866,2602.411216017806
2020-05-04,3161.4458395026386,2734.8283320285177,3190.7039155208868,6483.566221948857,4019.4438913519043,2588.963889518127
2020-05-05,3203.2200910588026,2784.2564182087394,3181.92737508682,6568.702256663177,4001.2473591584817,2602.0410169760426
2020-05-06,3189.4444297844448,2781.013818463898,3106.6249040620223,6525.772352840451,3922.916596149513,2582.819769432235
2020-05-07,3257.275522851328,2827.5483293504617,3191.0987090854883,6620.436070647442,4007.7024908692065,2587.952415103136
2020-05-08,3313.2969624089915,2860.3677226257396,3344.297147118013,6746.391798113339,4178.283680160862,2651.041846344969
2020-05-11,3321.7395990828704,2890.7335900726666,3243.441779080486,6779.502928501335,4077.227021096365,2625.8770980564514
2020-05-12,3248.00671813636,2838.451021821851,3134.798295554204,6630.427776531413,3959.192830570896,2571.9225039890484
2020-05-13,3184.067514529557,2803.0394027673397,2983.7851711125213,6519.680849440586,3787.5027567412517,2515.217212354286
2020-05-14,3223.572893406394,2818.2037905125026,3048.0077360775945,6561.511511105884,3869.8375144751717,2550.2993466034586
2020-05-15,3251.168884291254,2837.621339100418,3058.6787902502992,6600.425782736931,3874.995460098963,2547.121220359844
2020-05-18,3344.64915941283,2887.5069693907685,3322.995793970017,6758.903015699106,4168.377596302196,2654.2802258895463
2020-05-19,3330.332749190383,2871.2886600977527,3255.4021320003462,6712.500827509916,4088.9927604322124,2628.4733499508
2020-05-20,3386.9883349171664,2912.9861620270267,3341.1500012354486,6799.391804224623,4183.917519546231,2665.4325721782075
2020-05-21,3367.108714847101,2888.5980786866785,3359.502599176706,6743.682166422248,4207.420402781243,2648.0651453114847
2020-05-22,3391.8053347626765,2910.5182742121747,3352.450098485382,6770.852718935996,4191.755368636486,2638.880186688767
2020-05-25,3391.8053347626765,2910.5182742121747,3352.450098485382,6770.852718935996,4191.755368636486,2638.880186688767
2020-05-26,3431.8513620840554,2911.340492847059,3544.579005654272,6834.886451254187,4406.622601887843,2708.628053586859
2020-05-27,3489.3750405665555,2939.6159640646215,3682.9779144945724,6956.203220694887,4584.600791492269,2768.5150391524357
2020-05-28,3487.523090810727,2969.7518743028545,3564.5124998217093,6954.102378579715,4461.650673499129,2759.470373191809
2020-05-29,3524.641093129345,3016.3915636924066,3487.8924583573307,7058.589924475798,4398.178645754804,2772.9420778324106
2020-06-01,3556.4918634661667,3026.5930774323447,3597.256687962482,7115.516600990259,4493.246748001622,2756.899308277727
2020-06-02,3579.6612669751808,3043.9397304698323,3673.6883996267525,7170.021684253104,4567.349558470507,2786.57692366407
2020-06-03,3633.8696807327146,3057.498759060203,3860.7304534486475,7270.41880255358,4755.209550232618,2844.677445879978
2020-06-04,3592.7286026160064,3018.307876972191,3961.4674426474494,7257.480062311816,4862.716832737156,2861.9661946897186
2020-06-05,3692.482384407996,3061.770760991812,4174.8094724441,7417.71123908145,5099.58862909363,2932.8450341245166
2020-06-08,3742.0935991962615,3084.9962350885785,4391.15176208776,7529.128756078933,5337.925523307502,2983.1354365522684
2020-06-09,3695.1810157387526,3067.6367264264545,4192.065139825762,7431.45436778938,5116.077189714839,2926.3150407085636
2020-06-10,3674.326933084314,3077.6566540479885,3973.7326387828175,7361.992894538632,4881.216417503352,2896.172730568146
2020-06-11,3464.602048074319,2929.735367918516,3613.2713835357654,6943.770455866543,4447.687476253802,2714.779286113507
2020-06-12,3514.68897389424,2957.2745697243595,3757.866936611761,7032.5701842589215,4607.108124951415,2747.7841399997665
2020-06-15,3564.236598232327,2994.3839729277533,3782.7423368277637,7123.812927654783,4647.770916611971,2785.8430791529518
2020-06-16,3630.4877072250674,3032.635467857035,3888.959809435673,7261.235504355189,4762.745321930319,2845.3690918556717
2020-06-17,3625.77569175928,3052.330835571141,3784.814098472372,7258.244153523321,4653.972824302746,2828.8973433519322
2020-06-18,3630.964795960488,3055.333733181232,3776.3239959703396,7255.157809822262,4648.9597170317,2829.911682884002
2020-06-19,3624.187791894139,3058.730449836607,3717.6519481746545,7276.93668077767,4593.656997458993,2808.5968964177305
2020-06-22,3647.1742288788478,3076.176924108447,3712.984729333909,7314.377614829363,4583.77215883365,2795.3778372717
2020-06-23,3649.436435136976,3077.492442273776,3732.986434425117,7306.820897904163,4605.759958447026,2792.8540185322113
2020-06-24,3545.3642380156807,3011.661109271459,3549.702338563615,7114.113413761136,4399.2456201334435,2723.8510559555466
2020-06-25,3592.5163472624477,3052.10218732469,3600.251999510023,7208.025927760286,4452.8485083130745,2744.761063116349
2020-06-26,3521.016131691097,3008.9765356208222,3489.948984208977,7073.688830965082,4330.055767405954,2697.7712825763524
2020-06-29,3560.8089172068376,3020.860792611489,3617.7668054748856,7182.941830645109,4481.672364574691,2757.449887991277
2020-06-30,3620.045575868771,3073.0895510736127,3653.419471924476,7308.690249571226,4530.739716664996,2786.9653084597476
2020-07-01,3647.6230152187936,3097.9908973321258,3589.8422429712136,7305.746177423708,4458.584240194231,2784.8936876389953
2020-07-02,3663.7791868763647,3114.564799295837,3625.035787980006,7351.693925493888,4488.702241994311,2803.8978418138113
2020-07-03,3663.7791868763647,3114.564799295837,3625.035787980006,7351.693925493888,4488.702241994311,2803.8978418138113
2020-07-06,3720.053903093151,3150.053822620061,3676.4691263982286,7461.702478365571,4557.249564807349,2819.9072970446014
2020-07-07,3683.016931916637,3143.905035340757,3561.869485381419,7415.946641537306,4434.286142179387,2809.408356532726
2020-07-08,3716.7160497836007,3162.8839374565555,3580.193443158342,7483.219512364876,4460.941058557501,2797.2577682573187
2020-07-09,3702.4780342843087,3173.0761437494393,3463.2745885491395,7443.640200975417,4322.930704812555,2758.7911082563237
2020-07-10,3725.9104872466346,3177.253394708307,3571.422023835116,7506.125980785891,4459.29135634568,2806.248564403998
2020-07-13,3651.3022513987394,3117.5336699799245,3577.8369433179128,7405.278131856406,4460.770650292975,2811.1861474083444
